,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
1119,U001,0200418007,AM foundation,,2020.0,1930630519.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,588.4689999999999
1120,U001,0200762301,C&S WH trust,,2020.0,1930805217.0,2020-04-22,2020-05-07,2020-04-22,NAC6,not equal,39383.386
1122,U001,0200772670,ASSOCIAT in,,2020.0,1930723923.0,2020-03-31,2020-04-15,2020-03-31,NAU5,equal,1158.822
1124,U001,0200769623,WAL-MAR trust,,2020.0,1930683228.0,2020-03-21,2020-04-05,2020-03-21,NAH4,equal,29140.384
1127,U001,0200744019,TARG corporation,,2020.0,1930730322.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,38256.070999999996
1141,U001,0100047382,PETER  corporation,,2020.0,1930637647.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,12413.492
1150,U001,CCU002,KRFT FDS associates,,2020.0,1930637979.0,2020-03-13,2020-04-17,2020-03-13,NAG2,not equal,7453.824
1152,U001,200706844,WINC llc,,2020.0,1930842076.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,26718.853
1153,U001,0200762301,C&S WH ,,2020.0,1930747271.0,2020-04-04,2020-04-19,2020-04-04,NAC6,equal,2757.2999999999997
1156,U001,CCCA02,KRAFT  associates,,2020.0,1930662684.0,2020-03-18,2020-04-22,2020-03-18,NAG2,not equal,20980.89
1170,U001,0200769623,WAL-MAR in,,2020.0,1930751769.0,2020-04-06,2020-04-21,2020-04-06,NAH4,not equal,39253.416999999994
1172,U001,200980828,BEN E associates,,2020.0,1930838209.0,2020-04-29,2020-05-19,2020-04-29,NAD1,equal,12439.006999999998
1173,U001,0200744019,TARG ,,2020.0,1930751781.0,2020-04-06,2020-04-21,2020-04-06,NAA8,equal,41025.13799999999
1177,U001,0200769623,WAL-MAR corp,,2020.0,1930688185.0,2020-03-24,2020-04-08,2020-03-24,NAH4,not equal,11672.318000000001
1182,U001,0200769623,WAL-MAR co,,2020.0,1930843169.0,2020-05-01,2020-05-16,2020-05-01,NAH4,not equal,22787.1
1192,CA02,0140106408,WAL-M us,,2020.0,2960624581.0,2020-04-07,2020-04-18,2020-04-08,CA10,not equal,58841.804
1194,U001,200769623,WAL-MAR corp,,2020.0,1930885491.0,2020-05-12,2020-05-27,2020-05-12,NAH4,not equal,36835.238999999994
1201,U001,0200936373,SUPE corporation,,2020.0,1930809945.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,62243.727
1202,CA02,0140104285,BUY- corp,,2020.0,2960624684.0,2020-03-29,2020-04-17,2020-04-07,CA10,not equal,72782.84999999999
1209,U001,0200152991,JET associates,,2020.0,1930841854.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,1174.537
1210,U001,0200769623,WAL-MAR systems,,2020.0,1930819119.0,2020-04-23,2020-05-08,2020-04-23,NAH4,equal,29140.068999999996
1214,U001,0200762301,C&S WH co,,2020.0,1930745999.0,2020-04-03,2020-04-18,2020-04-03,NAC6,not equal,4782.729
1216,U001,0200148860,DOLLA llc,,2020.0,1930637644.0,2020-03-11,2020-03-26,2020-03-11,NAA8,equal,11734.918999999998
1221,U001,CCU013,KRAFT F associates,,2020.0,1930681744.0,2020-03-22,2020-03-22,2020-03-22,NAX2,not equal,10681.356
1225,U001,0200752302,KROGER co,,2020.0,1930733766.0,2020-04-02,2020-04-17,2020-04-02,NAA8,equal,84069.083
1246,U001,0200797984,PIGGLY corporation,,2020.0,1930585699.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,62816.081999999995
1253,U001,0200744019,TARG co,,2020.0,1930800326.0,2020-04-21,2020-05-06,2020-04-21,NAA8,not equal,11812.213
1254,U001,0200726979,BJ'S  co,,2020.0,1930783750.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,60.73899999999999
1256,U001,0100031704,DELHAIZE corp,,2020.0,1930744311.0,2020-04-05,2020-04-20,2020-04-05,NAA8,not equal,14530.46
1261,U001,0200743123,KROGER corp,,2020.0,1930639867.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,101668.49
1262,U001,0200729290,KROGER trust,,2020.0,1930763883.0,2020-04-04,2020-04-19,2020-04-04,NAA8,not equal,29829.1
1263,U001,0200762301,C&S WH systems,,2020.0,1930718141.0,2020-03-30,2020-04-14,2020-03-30,NAC6,not equal,6991.410999999999
1267,U001,0200769623,WAL-MAR llc,,2020.0,1930706309.0,2020-03-26,2020-04-10,2020-03-26,NAH4,equal,7644.945
1269,U001,0200769623,WAL-MAR co,,2020.0,1930883498.0,2020-05-10,2020-05-25,2020-05-10,NAH4,not equal,42620.508
1277,U001,0200762301,C&S WH foundation,,2020.0,1930674261.0,2020-03-20,2020-04-04,2020-03-20,NAC6,equal,382.64099999999996
1282,U001,0200705742,DOT us,,2020.0,1930612079.0,2020-03-06,2020-04-07,2020-03-06,NA32,equal,26579.385000000002
1287,U001,0200353024,DECA corporation,,2020.0,1930607001.0,2020-03-05,2020-03-24,2020-03-01,NAM4,not equal,597.3029999999999
1298,U001,0200744019,TARG us,,2020.0,1930843065.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,30228.988999999994
1305,U001,0200769623,WAL-MAR associates,,2020.0,1930582850.0,2020-03-01,2020-03-16,2020-03-01,NAH4,not equal,22407.720999999998
1307,U001,0200705742,DOT in,,2020.0,1930821659.0,2020-04-23,2020-05-08,2020-04-23,NAA8,equal,212.534
1313,U001,0200466603,SMITH'S corp,,2020.0,1930804830.0,2020-04-21,2020-05-06,2020-04-21,NAA8,not equal,30095.589999999997
1316,U001,0200704045,RA corp,,2020.0,1930592854.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,11772.193999999998
1321,U001,200726979,BJ'S  corp,,2020.0,1930659942.0,2020-03-17,2020-04-01,2020-03-17,NAA8,not equal,46.459
1322,U001,0200769623,WAL-MAR corp,,2020.0,1930853383.0,2020-05-03,2020-05-18,2020-05-03,NAH4,equal,330.092
1337,CA02,0140104409,LOB foundation,,2020.0,2960620205.0,2020-03-10,2020-03-27,2020-03-17,CA10,not equal,3908.0789999999997
1349,CA02,0140104409,LOB in,,2020.0,2960622232.0,2020-03-23,2020-04-02,2020-03-23,CA10,equal,107686.299
1351,U001,0200541916,VF G corp,,2020.0,1930886411.0,2020-05-15,2020-05-30,2020-05-15,NAA8,not equal,24010.924
1359,U001,0200230690,DECA llc,,2020.0,1930585735.0,2020-03-02,2020-03-24,2020-03-01,NAM4,not equal,2112.754
1366,U001,0200744019,TARG llc,,2020.0,1930739949.0,2020-04-04,2020-04-19,2020-04-04,NAA8,not equal,7758.009
1374,U001,0200762301,C&S WH in,,2020.0,1930637501.0,2020-03-11,2020-03-26,2020-03-11,NAC6,equal,48461.791
1376,U001,0200769623,WAL-MAR in,,2020.0,1930752538.0,2020-04-06,2020-04-21,2020-04-06,NAH4,equal,28727.292999999998
1381,U001,200759878,SA in,,2020.0,1930643630.0,2020-03-13,2020-05-17,2020-03-13,NAGD,not equal,5957.28
1383,U001,0200705089,JETR systems,,2020.0,1930655043.0,2020-03-17,2020-04-01,2020-03-17,NAA8,not equal,14941.618999999997
1387,U001,0200418007,AM systems,,2020.0,1930854463.0,2020-05-04,2020-05-19,2020-05-04,NAA8,not equal,4996.11
1395,U001,0200723794,MID MO trust,,2020.0,1930594645.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,33428.934
1399,U001,0200782669,SYGMA us,,2020.0,1930767662.0,2020-04-14,2020-05-04,2020-04-14,NAD1,not equal,8239.105
1400,U001,0200772595,SAFEW ,,2020.0,1930733023.0,2020-04-02,2020-04-17,2020-04-02,NAA8,equal,22673.511
1419,U001,0200769623,WAL-MAR foundation,,2020.0,1930828807.0,2020-04-26,2020-05-11,2020-04-26,NAH4,equal,330.092
1421,U001,0200718130,SYSCO F associates,,2020.0,1930706380.0,2020-03-26,2020-04-10,2020-03-26,NAA8,equal,5654.026
1424,U001,0200794332,COST in,,2020.0,1930800572.0,2020-04-20,2020-05-05,2020-04-20,NAAX,not equal,22674.329999999998
1429,CA02,0140104440,SO trust,,2020.0,2960631309.0,2020-04-26,2020-05-07,2020-04-27,CA10,not equal,82096.62999999999
1430,U001,0200769623,WAL-MAR ,,2020.0,1930798934.0,2020-04-19,2020-05-04,2020-04-19,NAH4,not equal,12517.007999999998
1451,U001,0200759878,SA co,,2020.0,1930671419.0,2020-03-21,2020-04-05,2020-03-21,NAH4,not equal,2843.071
1455,U001,0200769623,WAL-MAR llc,,2020.0,1930799626.0,2020-04-20,2020-05-05,2020-04-20,NAH4,not equal,17598.252
1457,U001,0200779906,BOZZU trust,,2020.0,1930641039.0,2020-03-13,2020-03-28,2020-03-13,NAA8,not equal,15100.855
1461,U001,0200769623,WAL-MAR in,,2020.0,1930794281.0,2020-04-17,2020-05-02,2020-04-17,NAH4,not equal,47845.266
1463,CA02,0140104440,SO corp,,2020.0,2960629673.0,2020-04-21,2020-05-04,2020-04-24,CA10,not equal,103372.66799999999
1466,U001,0200726979,BJ'S  in,,2020.0,1930802645.0,2020-04-20,2020-05-05,2020-04-20,NAA8,equal,78971.31899999999
1476,U001,0200799367,MCL co,,2020.0,1930594895.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,58368.268
1484,U001,0200769623,WAL-MAR llc,,2020.0,1930717896.0,2020-03-29,2020-04-13,2020-03-29,NAH4,equal,19800.403
1503,CA02,140104331,CORE-M in,,2020.0,2960621262.0,2020-03-18,2020-04-05,2020-03-26,CA10,not equal,14182.349999999999
1504,U001,0200936373,SUPE ,,2020.0,1930584451.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,11147.5
1506,U001,0200656729,PERFOR trust,,2020.0,1930610818.0,2020-03-06,2020-03-21,2020-03-06,NAA8,equal,21420.951999999997
1511,U001,0200744019,TARG corp,,2020.0,1930666642.0,2020-03-19,2020-04-03,2020-03-19,NAA8,not equal,1927.6179999999997
1512,U001,0200744019,TARG corp,,2020.0,1930739330.0,2020-04-03,2020-04-18,2020-04-03,NAA8,equal,2523.99
1519,U001,0200769623,WAL-MAR llc,,2020.0,1930746954.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,4750.157999999999
1532,U001,0200769623,WAL-MAR trust,,2020.0,1930793575.0,2020-04-16,2020-05-01,2020-04-16,NAH4,equal,6844.208
1541,U001,0200762301,C&S WH us,,2020.0,1930605664.0,2020-03-06,2020-03-21,2020-03-06,NAC6,not equal,16822.364999999998
1548,U001,0200148860,DOLLA associates,,2020.0,1930689325.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,23093.321999999996
1552,U001,0200803720,DEC foundation,,2020.0,1930612090.0,2020-03-06,2020-03-24,2020-03-01,NAM4,not equal,46.536
1554,U001,0200416837,DEC ,,2020.0,1930857290.0,2020-05-05,2020-05-11,2020-05-01,NAM2,not equal,4142.439
1555,U001,0200726979,BJ'S  ,,2020.0,1930822055.0,2020-04-24,2020-05-09,2020-04-24,NAA8,not equal,1677.221
1558,U001,CCU013,KRAFT F trust,,2020.0,1930571605.0,2020-02-28,2020-02-28,2020-02-28,NAX2,not equal,53.94899999999999
1560,U001,200915438,GROC in,,2020.0,1930723164.0,2020-04-01,2020-04-16,2020-04-01,NAA8,not equal,4699.464
1561,U001,0200418007,AM us,,2020.0,1930667012.0,2020-03-19,2020-05-23,2020-03-19,NAGD,not equal,5806.079999999999
1569,U001,0200769623,WAL-MAR systems,,2020.0,1930798110.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,32982.971
1574,U001,0200455322,PEA associates,,2020.0,1930605944.0,2020-03-10,2020-04-09,2020-03-10,NAD5,not equal,9328.795
1582,CA02,0140106408,WAL-M systems,,2020.0,2960618297.0,2020-03-03,2020-03-21,2020-03-11,CA10,not equal,9394.021
1591,U001,0200762301,C&S WH systems,,2020.0,1930701231.0,2020-03-26,2020-04-10,2020-03-26,NAC6,not equal,11007.024
1593,U001,0200744019,TARG trust,,2020.0,1930738290.0,2020-04-02,2020-04-17,2020-04-02,NAA8,not equal,33278.273
1595,U001,0200992695,NUGG foundation,,2020.0,1930820391.0,2020-04-23,2020-05-08,2020-04-23,NAA8,equal,21045.933999999997
1601,U001,0200744019,TARG trust,,2020.0,1930834229.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,27550.796
1604,U001,0200592182,DECA ,,2020.0,1930708114.0,2020-03-27,2020-04-08,2020-03-16,NAM4,not equal,359.21199999999993
1615,U001,0200732755,KROGER associates,,2020.0,1930605355.0,2020-03-06,2020-03-21,2020-03-06,NAA8,not equal,5380.0109999999995
1620,CA02,140106408,WAL-M ,,2020.0,2960621281.0,2020-03-21,2020-03-31,2020-03-21,CA10,equal,9694.384
1626,CA02,0140104440,SO associates,,2020.0,2960621461.0,2020-03-18,2020-03-30,2020-03-20,CA10,not equal,164366.223
1633,U001,0200519201,KROGE corp,,2020.0,1930828957.0,2020-04-28,2020-05-13,2020-04-28,NAA8,not equal,138574.289
1634,U001,0200744019,TARG systems,,2020.0,1930581162.0,2020-02-29,2020-03-15,2020-02-29,NAA8,not equal,12468.448999999999
1641,U001,0200148860,DOLLA corporation,,2020.0,1930671635.0,2020-03-24,2020-04-08,2020-03-24,NAA8,not equal,9289.721
1642,U001,0200820380,SMITH'S corp,,2020.0,1930580873.0,2020-03-01,2020-03-16,2020-03-01,NAA8,not equal,10836.804999999998
1643,U001,0200704858,WAKE us,,2020.0,1930803141.0,2020-04-22,2020-05-07,2020-04-22,NAA8,not equal,70615.24399999999
1648,U001,0200762301,C&S WH systems,,2020.0,1930765333.0,2020-04-10,2020-04-25,2020-04-10,NAC6,not equal,53287.03799999999
1651,U001,0200769623,WAL-MAR systems,,2020.0,1930664599.0,2020-03-19,2020-04-03,2020-03-19,NAH4,not equal,3170.566
1666,U001,0200762301,C&S WH systems,,2020.0,1930685195.0,2020-03-23,2020-04-07,2020-03-23,NAC6,not equal,826.5459999999999
1668,U001,0200704045,RA us,,2020.0,1930682821.0,2020-03-22,2020-04-06,2020-03-22,NAA8,not equal,12057.485999999999
1669,U001,0200772595,SAFEW llc,,2020.0,1930727467.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,1719.242
1672,U001,0200744019,TARG trust,,2020.0,1930698648.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,23506.609
1674,U001,0200705742,DOT in,,2020.0,1930593648.0,2020-03-03,2020-03-18,2020-03-03,NAA8,equal,7340.802
1679,U001,0200769623,WAL-MAR trust,,2020.0,1930623848.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,10287.711
1681,U001,0200799342,MITCH associates,,2020.0,1930793138.0,2020-04-16,2020-05-01,2020-04-16,NAA8,equal,54676.881
1686,U013,0140103480,PRIC systems,,2020.0,1991839741.0,2020-02-27,2020-04-12,2020-02-27,NAVF,not equal,14976.906
1689,U001,100006311,QUALITY C us,,2020.0,1930671166.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,14123.06
1705,U001,0200803720,DEC ,,2020.0,1930820211.0,2020-04-23,2020-05-09,2020-04-16,NAM4,not equal,1384.3339999999998
1706,U001,200706844,WINC ,,2020.0,1930669778.0,2020-03-21,2020-04-05,2020-03-21,NAA8,not equal,10732.001
1713,U001,0200769623,WAL-MAR systems,,2020.0,1930604650.0,2020-03-07,2020-03-22,2020-03-07,NAH4,not equal,11125.667
1717,U001,0200071186,FATH foundation,,2020.0,1930789924.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,32862.06
1730,U001,200769623,WAL-MAR associates,,2020.0,1930879136.0,2020-05-09,2020-05-24,2020-05-09,NAH4,not equal,41623.58899999999
1739,U001,0200778870,C in,,2020.0,1930647008.0,2020-03-13,2020-03-28,2020-03-13,NAA8,equal,6382.012
1743,U001,0200769623,WAL-MAR associates,,2020.0,1930622144.0,2020-03-10,2020-03-25,2020-03-10,NAH4,not equal,45108.609
1744,U001,0200148860,DOLLA foundation,,2020.0,1930710073.0,2020-03-27,2020-04-11,2020-03-27,NAA8,equal,46449.50099999999
1746,U001,0200782001,GORDO systems,,2020.0,1930610058.0,2020-03-06,2020-03-21,2020-03-06,NAA8,equal,32041.715999999997
1747,U001,0100026809,PRES us,,2020.0,1930731327.0,2020-04-01,2020-04-11,2020-04-01,NA10,equal,20145.125
1749,U001,0200769623,WAL-MAR ,,2020.0,1930655609.0,2020-03-16,2020-03-31,2020-03-16,NAH4,equal,9343.116999999998
1752,U001,200769623,WAL-MAR co,,2020.0,1930772169.0,2020-04-11,2020-06-15,2020-04-11,NAGD,not equal,92.10600000000001
1753,U001,0200752302,KROGER associates,,2020.0,1930776636.0,2020-04-12,2020-04-27,2020-04-12,NAA8,not equal,52503.129
1755,U001,0200769623,WAL-MAR foundation,,2020.0,1930710731.0,2020-03-27,2020-04-11,2020-03-27,NAH4,equal,19806.913
1759,U001,0200769623,WAL-MAR co,,2020.0,1930826845.0,2020-04-26,2020-05-11,2020-04-26,NAH4,not equal,1647.0789999999997
1765,U001,0200711029,WEGMAN ,,2020.0,1930599202.0,2020-03-04,2020-03-19,2020-03-04,NAA8,equal,46510.016
1772,U001,0200707822,PUBLI foundation,,2020.0,1930776550.0,2020-04-13,2020-04-28,2020-04-13,NAA8,not equal,112390.894
1774,U001,0200592182,DECA corporation,,2020.0,1930691960.0,2020-03-24,2020-03-23,2020-03-16,NAM1,not equal,25271.932
1784,U001,0200455322,PEA in,,2020.0,1930787156.0,2020-04-14,2020-05-14,2020-04-14,NAD5,equal,34386.869999999995
1792,U001,0200769623,WAL-MAR llc,,2020.0,1930798325.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,38779.594
1795,U001,0200759878,SA ,,2020.0,1930603081.0,2020-03-04,2020-03-19,2020-03-04,NAH4,equal,9815.96
1801,U001,0200739534,OK ,,2020.0,1930842944.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,18992.295
1803,U001,0200424504,M  corp,,2020.0,1930594041.0,2020-03-04,2020-03-15,2020-03-15,NACE,not equal,5183.660999999999
1825,U001,0200769623,WAL-MAR us,,2020.0,1930729868.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,3717.3079999999995
1828,U001,0100058003,ING co,,2020.0,1930599489.0,2020-03-04,2020-04-05,2020-03-04,NA32,equal,1662.136
1832,U001,0200769623,WAL-MAR corporation,,2020.0,1930609796.0,2020-03-08,2020-03-23,2020-03-08,NAH4,not equal,55483.848
1838,U001,0200732755,KROGER llc,,2020.0,1930760367.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,55723.36
1842,U001,0200418007,AM ,,2020.0,1930773639.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,36535.295999999995
1845,U001,0200769623,WAL-MAR ,,2020.0,1930584953.0,2020-03-01,2020-03-16,2020-03-01,NAH4,equal,462.777
1850,U001,200781484,MAPLE trust,,2020.0,1930860068.0,2020-05-05,2020-05-20,2020-05-05,NAA8,equal,24824.841999999997
1863,U001,0200775094,SAVE M trust,,2020.0,1930772956.0,2020-04-10,2020-04-25,2020-04-10,NAA8,equal,67777.57699999999
1875,U001,0200152991,JET systems,,2020.0,1930668256.0,2020-03-18,2020-04-02,2020-03-18,NAA8,equal,1268.617
1892,U001,0200769623,WAL-MAR systems,,2020.0,1930594653.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,5061.545999999999
1895,CA02,0140104429,COSTCO systems,,2020.0,2960616774.0,2020-03-03,2020-03-15,2020-03-05,CA10,not equal,25041.589999999997
1900,U001,0100031704,DELHAIZE us,,2020.0,1930747630.0,2020-04-05,2020-06-09,2020-04-05,NAGD,not equal,510.14599999999996
1909,U001,0200769623,WAL-MAR foundation,,2020.0,1930854376.0,2020-05-03,2020-05-18,2020-05-03,NAH4,equal,37240.776999999995
1920,U001,0200772670,ASSOCIAT trust,,2020.0,1930583800.0,2020-02-28,2020-03-14,2020-02-28,NAU5,not equal,422.03
1924,U001,0200148860,DOLLA trust,,2020.0,1930691226.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,13766.326
1925,U001,0200797452,US  us,,2020.0,1930641707.0,2020-03-11,2020-03-26,2020-03-11,NAA8,equal,143.101
1935,CA02,0140105785,SHOPPE foundation,,2020.0,2960628703.0,2020-04-13,2020-05-02,2020-04-22,CA10,not equal,27074.754
1941,U001,0200769623,WAL-MAR in,,2020.0,1930730277.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,10894.092999999999
1943,U001,0200769623,WAL-MAR co,,2020.0,1930792925.0,2020-04-16,2020-05-01,2020-04-16,NAH4,not equal,6369.411999999999
1947,U001,0200769623,WAL-MAR corp,,2020.0,1930720154.0,2020-03-31,2020-04-15,2020-03-31,NAH4,not equal,7330.575
1949,U001,0200772595,SAFEW llc,,2020.0,1930719448.0,2020-03-30,2020-04-14,2020-03-30,NAA8,equal,864.7519999999998
1952,U001,0200759878,SA corp,,2020.0,1930768133.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,38018.876
1954,U001,0200707822,PUBLI corporation,,2020.0,1930752516.0,2020-04-05,2020-04-20,2020-04-05,NAA8,not equal,73338.636
1970,U001,0200743996,STATER  corp,,2020.0,1930723439.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,33583.045999999995
1974,U001,0200769623,WAL-MAR systems,,2020.0,1930637364.0,2020-03-13,2020-03-28,2020-03-13,NAH4,not equal,9769.262999999999
1980,U001,0200769623,WAL-MAR associates,,2020.0,1930776679.0,2020-04-12,2020-04-27,2020-04-12,NAH4,not equal,27400.233
1996,U001,0200769623,WAL-MAR us,,2020.0,1930651757.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,29462.559
1997,U001,200769623,WAL-MAR llc,,2020.0,1930893128.0,2020-05-12,2020-05-27,2020-05-12,NAH4,equal,22256.409
2000,U001,200749225,SUPER  trust,,2020.0,1930862405.0,2020-05-06,2020-05-21,2020-05-06,NAA8,equal,70686.27999999998
2002,U001,0200759082,INGL associates,,2020.0,1930654371.0,2020-03-15,2020-03-30,2020-03-15,NAA8,not equal,25535.307
2004,U001,0200769623,WAL-MAR trust,,2020.0,1930652946.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,40609.939999999995
2012,U001,0200759878,SA systems,,2020.0,1930732203.0,2020-04-03,2020-04-18,2020-04-03,NAH4,not equal,9811.375
2016,U001,0200729942,SA foundation,,2020.0,1930691589.0,2020-03-24,2020-04-08,2020-03-24,NAA8,equal,8160.1449999999995
2018,U001,0200230690,DECA in,,2020.0,1930804276.0,2020-04-21,2020-04-08,2020-03-16,NAM4,not equal,169.596
2019,U001,0200148860,DOLLA in,,2020.0,1930587100.0,2020-03-03,2020-03-18,2020-03-03,NAA8,not equal,58975.034999999996
2021,CA02,0140104440,SO foundation,,2020.0,2960625185.0,2020-04-04,2020-04-15,2020-04-05,CA10,not equal,81206.81099999999
2023,U001,0100031704,DELHAIZE us,,2020.0,1930802865.0,2020-04-20,2020-06-24,2020-04-20,NAGD,equal,510.14599999999996
2025,U001,0200769623,WAL-MAR foundation,,2020.0,1930819014.0,2020-04-22,2020-05-07,2020-04-22,NAH4,not equal,16656.388
2032,U001,0200769623,WAL-MAR associates,,2020.0,1930587521.0,2020-03-03,2020-03-18,2020-03-03,NAH4,not equal,3526.2079999999996
2034,U001,0200790107,ROU llc,,2020.0,1930863517.0,2020-05-06,2020-05-21,2020-05-06,NAC6,equal,83324.745
2040,U001,0200739074,STEWART foundation,,2020.0,1930660502.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,12605.788999999999
2056,CA02,0140104440,SO corp,,2020.0,2960624964.0,2020-04-01,2020-04-18,2020-04-08,CA10,not equal,112913.43
2065,U001,0200705372,FR systems,,2020.0,1930691620.0,2020-03-24,2020-04-08,2020-03-24,NAA8,equal,24330.299
2075,U013,CC3411,H.J. HEI associates,,2020.0,1991839773.0,2020-03-05,2020-04-19,2020-03-05,NAVF,equal,8073.338
2082,U001,0200769623,WAL-MAR foundation,,2020.0,1930829788.0,2020-04-28,2020-05-13,2020-04-28,NAH4,not equal,462.777
2085,U001,0200920735,ALBERT systems,,2020.0,1930735188.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,21854.195999999996
2087,U001,0200769623,WAL-MAR associates,,2020.0,1930649490.0,2020-03-14,2020-03-29,2020-03-14,NAH4,not equal,41022.106999999996
2090,U001,0100031704,DELHAIZE co,,2020.0,1930666315.0,2020-03-17,2020-04-01,2020-03-17,NAA8,not equal,44389.184
2093,U001,0200148860,DOLLA llc,,2020.0,1930772689.0,2020-04-09,2020-06-13,2020-04-09,NAGD,not equal,1434.832
2096,U001,0200769623,WAL-MAR systems,,2020.0,1930825733.0,2020-04-26,2020-05-11,2020-04-26,NAH4,not equal,4635.098999999999
2101,CA02,0140106408,WAL-M trust,,2020.0,2960626049.0,2020-04-05,2020-04-15,2020-04-05,CA10,equal,76.601
2111,U001,0200769623,WAL-MAR us,,2020.0,1930704938.0,2020-03-27,2020-04-11,2020-03-27,NAH4,not equal,9740.122
2115,U001,200772670,ASSOCIAT trust,,2020.0,1930669789.0,2020-03-18,2020-04-02,2020-03-18,NAU5,not equal,94004.953
